"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"Adres";"Categorie_naam";"Categorie_nummer";"Categorie_status";"Datum";"Status";"Subrubriek";"categorie_2";"id_2";"opmerking";"title";"url"
"MORA-0515621";"mora_0515621";"1";"276";"";"2015-09-28 00:00:00";"Mechelensingel 1";"";"";"POINT (4.80707752015 52.3488012307)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:17";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Mechelensingel 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"28-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3438627";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0515621";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0515621/?ajax=true&summary=balloon"
"MORA-0116023";"mora_0116023";"1";"276";"";"2014-04-03 00:00:00";"Duffelhof 5";"";"";"POINT (4.80825711203 52.3438816865)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Opgelost";"Duffelhof 5";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Opgelost";"03-04-2014";"Opgelost";"Put / riolering verstopt";"9172";"point_3173140";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0116023";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0116023/?ajax=true&summary=balloon"
"MORA-0496646";"mora_0496646";"1";"276";"";"2015-09-04 00:00:00";"Laan van Vlaanderen 192";"";"";"POINT (4.81548284218 52.3457233638)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Laan van Vlaanderen 192";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"04-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3433247";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0496646";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0496646/?ajax=true&summary=balloon"
"MORA-0526607";"mora_0526607";"1";"276";"";"2015-10-08 00:00:00";"Zonhovenstraat 109";"";"";"POINT (4.81231137321 52.3469752815)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Zonhovenstraat 109";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"08-10-2015";"Nieuw";"Straatmeubilair";"9172";"point_3441591";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0526607";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0526607/?ajax=true&summary=balloon"
"MORA-0724395";"mora_0724395";"1";"276";"";"2016-06-02 00:00:00";"Jan Oudegeeststraat 62";"";"";"POINT (4.79575235429 52.3528166557)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan Oudegeeststraat 62";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"02-06-2016";"In behandeling";"Speelplaats";"9172";"point_3562809";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0724395";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0724395/?ajax=true&summary=balloon"
"MORA-0727873";"mora_0727873";"1";"276";"";"2016-06-07 00:00:00";"Oude Haagseweg 53";"";"";"POINT (4.81076533432 52.3304121921)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Oude Haagseweg 53";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"07-06-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3564664";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0727873";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0727873/?ajax=true&summary=balloon"
"MORA-0750695";"mora_0750695";"1";"276";"";"2016-06-30 00:00:00";"Prof. R. Casimirstraat 79";"";"";"POINT (4.80882626264 52.3520094474)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Prof. R. Casimirstraat 79";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"30-06-2016";"In behandeling";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3574771";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0750695";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0750695/?ajax=true&summary=balloon"
"MORA-0833865";"mora_0833865_1";"1";"276";"";"2016-09-22 00:00:00";"Jan van Zutphenstraat 501";"";"";"POINT (4.79919516536 52.3499846742)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan van Zutphenstraat 501";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"22-09-2016";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3624626";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0833865";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0833865/?ajax=true&summary=balloon"
"MORA-0851022";"mora_0851022_1";"1";"276";"";"2016-10-10 00:00:00";"Prof. H. Bavinckstraat 8";"";"";"POINT (4.80643898525 52.3527347574)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Prof. H. Bavinckstraat 8";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"10-10-2016";"In behandeling";"Omleiding / belijning verkeer";"9172";"point_3632183";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0851022";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0851022/?ajax=true&summary=balloon"
"MORA-0924744-2";"mora_0924744_2_1";"1";"276";"";"2017-01-03 00:00:00";"Baden Powellweg 263";"";"";"POINT (4.79578132629 52.348439736)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Baden Powellweg 263";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"03-01-2017";"In behandeling";"Verkeersoverlast / Verkeerssituaties";"9172";"point_3678341";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0924744-2";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0924744-2/?ajax=true&summary=balloon"
"MORA-0938268";"mora_0938268_1";"1";"276";"";"2017-01-26 00:00:00";"Martinus Jan Langeveldstraat 10";"";"";"POINT (4.80814571874 52.3512960836)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Martinus Jan Langeveldstraat 10";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"26-01-2017";"In behandeling";"Overig";"9172";"point_3687859";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0938268";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0938268/?ajax=true&summary=balloon"
"MORA-0942639";"mora_0942639_1";"1";"276";"";"2017-02-03 00:00:00";"Martinus Jan Langeveldstraat 20";"";"";"POINT (4.8077210385 52.3512221027)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Martinus Jan Langeveldstraat 20";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"03-02-2017";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3690850";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0942639";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0942639/?ajax=true&summary=balloon"
"MORA-0382798";"mora_0382798";"1";"276";"";"2015-04-17 00:00:00";"H. Gerhardstraat 86";"";"";"POINT (4.80174545798 52.3513634637)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"H. Gerhardstraat 86";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"17-04-2015";"Nieuw";"Overig";"9172";"point_3368915";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0382798";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0382798/?ajax=true&summary=balloon"
"MORA-0203658";"mora_0203658";"1";"276";"";"2014-08-25 00:00:00";"David Vosstraat 9";"";"";"POINT (4.82382158437 52.3813279557)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"David Vosstraat 9";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"25-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3278384";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0203658";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0203658/?ajax=true&summary=balloon"
"MORA-0235443";"mora_0235443";"1";"276";"";"2014-10-09 00:00:00";"Jan Tooropstraat 1";"";"";"POINT (4.83640069044 52.3595019667)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan Tooropstraat 1";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"09-10-2014";"In behandeling";"Straatmeubilair";"9172";"point_3288635";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0235443";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0235443/?ajax=true&summary=balloon"
"MORA-0331436";"mora_0331436";"1";"276";"";"2015-02-13 00:00:00";"Johannes Meewisstraat 50";"";"";"POINT (4.83538791715 52.3842764669)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Johannes Meewisstraat 50";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"13-02-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3355074";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0331436";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0331436/?ajax=true&summary=balloon"
"MORA-0399166";"mora_0399166";"1";"276";"";"2015-05-08 00:00:00";"Lou Jansenplein 45";"";"";"POINT (4.82048829518 52.3835679722)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Lou Jansenplein 45";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"08-05-2015";"In behandeling";"Fietsrek / nietje";"9172";"point_3373591";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0399166";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0399166/?ajax=true&summary=balloon"
"MORA-0436654";"mora_0436654_1";"1";"276";"";"2015-06-26 00:00:00";"Johannes van Meurshof 14";"";"";"POINT (4.82408440747 52.3606304046)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Johannes van Meurshof 14";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"26-06-2015";"In behandeling";"Put / riolering verstopt";"9172";"point_3392439";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0436654";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0436654/?ajax=true&summary=balloon"
"MORA-0453458";"mora_0453458_1";"1";"276";"";"2015-07-16 00:00:00";"Naritaweg 48";"";"";"POINT (4.82793668274 52.3881062337)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Naritaweg 48";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"16-07-2015";"Nieuw";"Onderhoud stoep, straat en fietspad";"9172";"point_3418485";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0453458";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0453458/?ajax=true&summary=balloon"
"MORA-0480323";"mora_0480323_1";"1";"276";"";"2015-08-19 00:00:00";"Jan Postmahof 4";"";"";"POINT (4.8320312826 52.3801983245)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan Postmahof 4";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"19-08-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3426848";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0480323";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0480323/?ajax=true&summary=balloon"
"MORA-0174941";"mora_0174941_1";"1";"276";"";"2014-07-11 00:00:00";"Marsmanstraat 12";"";"";"POINT (4.82966671162 52.3766909847)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Marsmanstraat 12";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"11-07-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3258233";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0174941";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0174941/?ajax=true&summary=balloon"
"MORA-0187996";"mora_0187996_1";"1";"276";"";"2014-07-31 00:00:00";"Burgemeester De Vlugtlaan 43";"";"";"POINT (4.83343746414 52.3793241109)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Burgemeester De Vlugtlaan 43";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"31-07-2014";"In behandeling";"Straatmeubilair";"9172";"point_3263407";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0187996";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0187996/?ajax=true&summary=balloon"
"MORA-0488762";"mora_0488762_1";"1";"276";"";"2015-08-27 00:00:00";"Sierplein 75";"";"";"POINT (4.82640377122 52.3548353105)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Sierplein 75";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"27-08-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3431203";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0488762";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0488762/?ajax=true&summary=balloon"
"MORA-0517868";"mora_0517868_1";"1";"276";"";"2015-09-29 00:00:00";"Maurits Sabbehof 10";"";"";"POINT (4.81682929587 52.3768455483)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Maurits Sabbehof 10";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"29-09-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3439285";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0517868";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0517868/?ajax=true&summary=balloon"
"MORA-0204602";"mora_0204602_1";"1";"276";"";"2014-08-26 00:00:00";"Frans Duwaerstraat 9";"";"";"POINT (4.83024094103 52.3812504698)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Frans Duwaerstraat 9";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"26-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3278688";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0204602";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0204602/?ajax=true&summary=balloon"
"MORA-0189814";"mora_0189814_1";"1";"276";"";"2014-08-04 00:00:00";"Herman Poortstraat 2";"";"";"POINT (4.83267132371 52.3759950626)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Herman Poortstraat 2";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"04-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3264201";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0189814";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0189814/?ajax=true&summary=balloon"
"MORA-0219926";"mora_0219926_1";"1";"276";"";"2014-09-17 00:00:00";"Jan de Jonghkade 2";"";"";"POINT (4.82378761752 52.3793774548)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan de Jonghkade 2";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"17-09-2014";"In behandeling";"Overig";"9172";"point_3283781";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0219926";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0219926/?ajax=true&summary=balloon"
"MORA-0513958";"mora_0513958";"1";"276";"";"2015-09-25 00:00:00";"Johan Huizingalaan 82";"";"";"POINT (4.82669427296 52.3632132932)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Johan Huizingalaan 82";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"25-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3438316";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0513958";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0513958/?ajax=true&summary=balloon"
"MORA-18376";"mora_18376_1";"1";"276";"";"2013-08-06 00:00:00";"Emanuel van Meterenstraat 19";"";"";"POINT (4.82457578722 52.3600844868)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:18";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Emanuel van Meterenstraat 19";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"06-08-2013";"In behandeling";"Put / riolering verstopt";"9172";"point_3084393";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-18376";"http://www.opdekaart.amsterdam.nl/mor/items/mora-18376/?ajax=true&summary=balloon"
"MORA-0189720";"mora_0189720_1";"1";"276";"";"2014-08-04 00:00:00";"M.C. Addicksstraat 24";"";"";"POINT (4.83257508025 52.3813423147)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"M.C. Addicksstraat 24";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"04-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3264170";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0189720";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0189720/?ajax=true&summary=balloon"
"MORA-0199887";"mora_0199887_1";"1";"276";"";"2014-08-19 00:00:00";"Van Gilsestraat 12";"";"";"POINT (4.82596410654 52.3814729457)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Van Gilsestraat 12";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"19-08-2014";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3277057";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0199887";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0199887/?ajax=true&summary=balloon"
"MORA-0496274";"mora_0496274_1";"1";"276";"";"2015-09-04 00:00:00";"Theodorus Dobbestraat 105";"";"";"POINT (4.83037976207 52.3795524408)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Theodorus Dobbestraat 105";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"04-09-2015";"Nieuw";"Put / riolering verstopt";"9172";"point_3433295";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0496274";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0496274/?ajax=true&summary=balloon"
"MORA-0462928";"mora_0462928";"1";"276";"";"2015-07-28 00:00:00";"Leendert Valstarhof 12";"";"";"POINT (4.83548711005 52.3798459792)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Leendert Valstarhof 12";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"28-07-2015";"Nieuw";"Onderhoud stoep, straat en fietspad";"9172";"point_3421327";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0462928";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0462928/?ajax=true&summary=balloon"
"MORA-0216152";"mora_0216152";"1";"276";"";"2014-09-11 00:00:00";"Hart Nibbrigstraat 8";"";"";"POINT (4.83831792103 52.3670965416)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Hart Nibbrigstraat 8";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"11-09-2014";"In behandeling";"Put / riolering verstopt";"9172";"point_3282574";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0216152";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0216152/?ajax=true&summary=balloon"
"MORA-0465785";"mora_0465785";"1";"276";"";"2015-07-31 00:00:00";"Reina Prinsen Geerligsstraat 18";"";"";"POINT (4.83271238649 52.3785837236)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Reina Prinsen Geerligsstraat 18";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"31-07-2015";"In behandeling";"Onderhoud stoep, straat en fietspad";"9172";"point_3422381";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0465785";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0465785/?ajax=true&summary=balloon"
"MORA-0526605";"mora_0526605_1";"1";"276";"";"2015-10-08 00:00:00";"Bart van der Leckplantsoen 11";"";"";"POINT (4.8387870723 52.3671526422)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Bart van der Leckplantsoen 11";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - In behandeling";"08-10-2015";"In behandeling";"Overig";"9172";"point_3441850";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0526605";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0526605/?ajax=true&summary=balloon"
"MORA-0221791";"mora_0221791_1";"1";"276";"";"2014-09-19 00:00:00";"Jan Tooropstraat 31";"";"";"POINT (4.83634260852 52.3629979371)";"";"";"";"";"";"";"";"";"0";"2017-06-03 10:06:19";"2017-06-03 10:07:04";"0000-00-00 00:00:00";"Openstaand";"Jan Tooropstraat 31";"Openbare ruimte & overlast";"9172";"Openbare ruimte & overlast - Nieuw";"19-09-2014";"Nieuw";"Straatmeubilair";"9172";"point_3284294";"Deze melding wordt één keer per dag om 09.00 uur bijgewerkt. De afgehandelde melding blijven nog acht dagen op deze kaart staan. Daarna worden ze verwijderd.";"MORA-0221791";"http://www.opdekaart.amsterdam.nl/mor/items/mora-0221791/?ajax=true&summary=balloon"
